TF_id	chip_prefix	peak_id	chrom	peak_start_1based	peak_end_1based	peak_center_1based	peak_score	peak_signal	neglog10q	strength_tier	nearest_gene	TU_id	gene_list	strand	TSS_like	promoter_start	promoter_end	rel_pos_to_TSS	abs_rel_pos	overlap_bp	mapping_rank	mapping_status	tu_context	genomic_region_chip
FurHpl7	FurHpl7-2	FurHpl7-2_peak_28	NC_006958.1	1805575	1807695	1805916	733	2.34107	71.7116	very_strong	CGTRNA_RS08550	TU_987	Cgl1712, Cgl1711, Cgl1710, Cgl1709	+	1806917	1806617	1806967	-1001	1001	351	2	secondary	intergenic_unassigned	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_4	NC_006958.1	90402	91691	91204	659	2.39789	64.4036	very_strong	CGTRNA_RS00465	TU_2796	ureABCEFGD	+	91174	90874	91224	30	30	351	1	primary	inside_TU_promoter	promoter
FurHpl7	FurHpl7-2	FurHpl7-2_peak_4	NC_006958.1	90402	91691	91204	659	2.39789	64.4036	very_strong	CGTRNA_RS00465	TU_2797	ureR	-	90973	90923	91273	-231	231	351	2	secondary	inside_TU_promoter	promoter
FurHpl7	FurHpl7-2	FurHpl7-2_peak_34	NC_006958.1	1896701	1901251	1898953	567	2.23677	55.2652	very_strong	CGTRNA_RS08940	TU_1042	Cgl1790	-	1899158	1899108	1899458	205	205	351	1	primary	inside_transcribed_region	promoter
FurHpl7	FurHpl7-2	FurHpl7-2_peak_34	NC_006958.1	1896701	1901251	1898953	567	2.23677	55.2652	very_strong	CGTRNA_RS08940	TU_1041	Cgl1789	-	1897231	1897181	1897531	-1722	1722	351	2	secondary	intergenic_unassigned	promoter
FurHpl7	FurHpl7-2	FurHpl7-2_peak_34	NC_006958.1	1896701	1901251	1898953	567	2.23677	55.2652	very_strong	CGTRNA_RS08940	TU_1043	Cgl1792-Cgl1791	-	1900916	1900866	1901216	1963	1963	351	3	secondary	intergenic_unassigned	promoter
FurHpl7	FurHpl7-2	FurHpl7-2_peak_59	NC_006958.1	3249018	3255791	3254688	532	1.98934	51.7207	very_strong	CGTRNA_RS15215	TU_1711	Cgl3053	-	3255183	3255133	3255483	495	495	351	1	primary	inside_transcribed_region	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_59	NC_006958.1	3249018	3255791	3254688	532	1.98934	51.7207	very_strong	CGTRNA_RS15215	TU_1712	Cgl3054	+	3255550	3255250	3255600	-862	862	351	2	secondary	intergenic_unassigned	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_59	NC_006958.1	3249018	3255791	3254688	532	1.98934	51.7207	very_strong	CGTRNA_RS15215	TU_1710	Cgl3052	+	3253561	3253261	3253611	1127	1127	351	3	secondary	intergenic_unassigned	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_59	NC_006958.1	3249018	3255791	3254688	532	1.98934	51.7207	very_strong	CGTRNA_RS15215	TU_1709	Cgl3051	+	3252729	3252429	3252779	1959	1959	351	4	secondary	intergenic_unassigned	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_59	NC_006958.1	3249018	3255791	3254688	532	1.98934	51.7207	very_strong	CGTRNA_RS15215	TU_1708	Cgl3050-Cgl3049	-	3252637	3252587	3252937	-2051	2051	351	5	secondary	intergenic_unassigned	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_59	NC_006958.1	3249018	3255791	3254688	532	1.98934	51.7207	very_strong	CGTRNA_RS15215	TU_1707	Cgl3048	-	3251935	3251885	3252235	-2753	2753	351	6	secondary	intergenic_unassigned	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_59	NC_006958.1	3249018	3255791	3254688	532	1.98934	51.7207	very_strong	CGTRNA_RS15215	TU_1706	Cgl3047	-	3251619	3251569	3251919	-3069	3069	351	7	secondary	intergenic_unassigned	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_59	NC_006958.1	3249018	3255791	3254688	532	1.98934	51.7207	very_strong	CGTRNA_RS15215	TU_1704	Cgl3045-Cgl3046	+	3249652	3249352	3249702	5036	5036	351	8	secondary	intergenic_unassigned	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_59	NC_006958.1	3249018	3255791	3254688	532	1.98934	51.7207	very_strong	CGTRNA_RS15215	TU_1705	Cgl3045-Cgl3046	+	3249652	3249352	3249702	5036	5036	351	9	secondary	intergenic_unassigned	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_59	NC_006958.1	3249018	3255791	3254688	532	1.98934	51.7207	very_strong	CGTRNA_RS15215	TU_1703	Cgl3044	-	3249535	3249485	3249835	-5153	5153	351	10	secondary	intergenic_unassigned	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_43	NC_006958.1	1961735	1963776	1962282	452	2.05088	43.82	strong	CGTRNA_RS09230	TU_2450	psp1-Cgl1847	-	1963000	1962950	1963300	718	718	351	1	primary	inside_transcribed_region	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_43	NC_006958.1	1961735	1963776	1962282	452	2.05088	43.82	strong	CGTRNA_RS09230	TU_1099	Cgl1849	-	1963429	1963379	1963729	1147	1147	351	2	secondary	intergenic_unassigned	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_37	NC_006958.1	1909663	1911160	1910804	426	2.08388	41.1995	strong	CGTRNA_RS08990	TU_1050	Cgl1800-Cgl1799	-	1910508	1910458	1910808	-296	296	351	1	primary	inside_TU_promoter	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_22	NC_006958.1	1401587	1403838	1403102	409	1.92506	39.5008	strong	CGTRNA_RS06680	TU_805	Cgl1339	+	1403128	1402828	1403178	-26	26	351	1	primary	inside_TU_promoter	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_22	NC_006958.1	1401587	1403838	1403102	409	1.92506	39.5008	strong	CGTRNA_RS06680	TU_806	Cgl1339-Cgl1340	+	1403128	1402828	1403178	-26	26	351	2	secondary	inside_TU_promoter	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_22	NC_006958.1	1401587	1403838	1403102	409	1.92506	39.5008	strong	CGTRNA_RS06680	TU_801	Cgl1338	+	1402272	1401972	1402322	830	830	351	3	secondary	intergenic_unassigned	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_22	NC_006958.1	1401587	1403838	1403102	409	1.92506	39.5008	strong	CGTRNA_RS06680	TU_802	Cgl1338	+	1402272	1401972	1402322	830	830	351	4	secondary	intergenic_unassigned	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_22	NC_006958.1	1401587	1403838	1403102	409	1.92506	39.5008	strong	CGTRNA_RS06680	TU_803	Cgl1338	+	1402272	1401972	1402322	830	830	351	5	secondary	intergenic_unassigned	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_22	NC_006958.1	1401587	1403838	1403102	409	1.92506	39.5008	strong	CGTRNA_RS06680	TU_804	Cgl1338	+	1402272	1401972	1402322	830	830	351	6	secondary	intergenic_unassigned	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_22	NC_006958.1	1401587	1403838	1403102	409	1.92506	39.5008	strong	CGTRNA_RS06680	TU_807	Cgl1340	+	1403997	1403697	1404047	-895	895	142	7	secondary	intergenic_unassigned	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_22	NC_006958.1	1401587	1403838	1403102	409	1.92506	39.5008	strong	CGTRNA_RS06680	TU_808	Cgl1340	+	1403997	1403697	1404047	-895	895	142	8	secondary	intergenic_unassigned	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_22	NC_006958.1	1401587	1403838	1403102	409	1.92506	39.5008	strong	CGTRNA_RS06680	TU_809	Cgl1340	+	1403997	1403697	1404047	-895	895	142	9	secondary	intergenic_unassigned	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_29	NC_006958.1	1813480	1814161	1813968	407	1.92849	39.3136	strong	CGTRNA_RS08605	TU_991	Cgl1718	+	1813780	1813480	1813830	188	188	351	1	primary	inside_transcribed_region	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_11	NC_006958.1	652572	654998	654150	393	2.23864	37.9365	strong	CGTRNA_RS03210	TU_2651	sirR-Cgl0640-Cgl0639	+	654676	654376	654726	-526	526	351	1	primary	upstream_near_TU	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_10	NC_006958.1	639469	643694	641268	352	1.82665	33.8488	strong	CGTRNA_RS03160	TU_423	Cgl0629	+	641133	640833	641183	135	135	351	1	primary	inside_transcribed_region	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_10	NC_006958.1	639469	643694	641268	352	1.82665	33.8488	strong	CGTRNA_RS03160	TU_422	Cgl0628	-	640879	640829	641179	-389	389	351	2	secondary	upstream_near_TU	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_10	NC_006958.1	639469	643694	641268	352	1.82665	33.8488	strong	CGTRNA_RS03160	TU_421	Cgl0627	+	639624	639324	639674	1644	1644	206	3	secondary	intergenic_unassigned	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_10	NC_006958.1	639469	643694	641268	352	1.82665	33.8488	strong	CGTRNA_RS03160	TU_1804	crtEBI-Cgl0625	-	639462	639412	639762	-1806	1806	294	4	secondary	intergenic_unassigned	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_2	NC_006958.1	34087	34515	34321	351	1.99222	33.7391	strong	CGTRNA_RS00185	TU_2424	ppiA	+	34339	34039	34389	-18	18	303	1	primary	inside_TU_promoter	promoter
FurHpl7	FurHpl7-2	FurHpl7-2_peak_2	NC_006958.1	34087	34515	34321	351	1.99222	33.7391	strong	CGTRNA_RS00185	TU_2425	ppiA	+	34339	34039	34389	-18	18	303	2	secondary	inside_TU_promoter	promoter
FurHpl7	FurHpl7-2	FurHpl7-2_peak_2	NC_006958.1	34087	34515	34321	351	1.99222	33.7391	strong	CGTRNA_RS00185	TU_136	Cgl0033	-	34280	34230	34580	-41	41	286	3	secondary	inside_TU_promoter	promoter
FurHpl7	FurHpl7-2	FurHpl7-2_peak_32	NC_006958.1	1887364	1888072	1887682	348	1.89434	33.4295	strong	CGTRNA_RS08905	TU_1034	Cgl1782	+	1887405	1887105	1887455	277	277	92	1	primary	intergenic_unassigned	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_32	NC_006958.1	1887364	1888072	1887682	348	1.89434	33.4295	strong	CGTRNA_RS08905	TU_1035	Cgl1783	-	1888038	1887988	1888338	356	356	85	2	secondary	intergenic_unassigned	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_55	NC_006958.1	2951155	2951765	2951441	338	2.01921	32.4323	strong	CGTRNA_RS13805	TU_2469	purA	-	2951724	2951674	2952024	283	283	92	1	primary	inside_transcribed_region	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_55	NC_006958.1	2951155	2951765	2951441	338	2.01921	32.4323	strong	CGTRNA_RS13805	TU_2470	purA	-	2951724	2951674	2952024	283	283	92	2	secondary	inside_transcribed_region	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_55	NC_006958.1	2951155	2951765	2951441	338	2.01921	32.4323	strong	CGTRNA_RS13805	TU_1536	Cgl2767-Cgl2768	+	2951934	2951634	2951984	-493	493	132	3	secondary	upstream_near_TU	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_55	NC_006958.1	2951155	2951765	2951441	338	2.01921	32.4323	strong	CGTRNA_RS13805	TU_1537	Cgl2767-Cgl2768	+	2951934	2951634	2951984	-493	493	132	4	secondary	upstream_near_TU	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_8	NC_006958.1	360196	361900	361639	336	1.93689	32.3131	strong	CGTRNA_RS01790	TU_288	Cgl0342	-	361905	361855	362205	266	266	46	1	primary	inside_transcribed_region	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_8	NC_006958.1	360196	361900	361639	336	1.93689	32.3131	strong	CGTRNA_RS01790	TU_287	Cgl0341	-	360334	360284	360634	-1305	1305	351	2	secondary	intergenic_unassigned	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_35	NC_006958.1	1901771	1902737	1902284	322	1.98416	30.9221	strong	CGTRNA_RS08955	TU_1044	Cgl1793	-	1901911	1901861	1902211	-373	373	351	1	primary	upstream_near_TU	promoter
FurHpl7	FurHpl7-2	FurHpl7-2_peak_53	NC_006958.1	2924863	2925320	2925036	294	1.88596	28.0797	strong	CGTRNA_RS13675	TU_1528	Cgl2743	-	2925148	2925098	2925448	112	112	223	1	primary	inside_transcribed_region	promoter
FurHpl7	FurHpl7-2	FurHpl7-2_peak_53	NC_006958.1	2924863	2925320	2925036	294	1.88596	28.0797	strong	CGTRNA_RS13675	TU_1529	Cgl2744	+	2925542	2925242	2925592	-506	506	79	2	secondary	upstream_near_TU	promoter
FurHpl7	FurHpl7-2	FurHpl7-2_peak_36	NC_006958.1	1906406	1909538	1907575	284	1.85863	27.0635	strong	mobL	TU_1048	Cgl1797	-	1907914	1907864	1908214	339	339	351	1	primary	inside_transcribed_region	promoter
FurHpl7	FurHpl7-2	FurHpl7-2_peak_36	NC_006958.1	1906406	1909538	1907575	284	1.85863	27.0635	strong	mobL	TU_1047	Cgl1796	-	1906572	1906522	1906872	-1003	1003	351	2	secondary	intergenic_unassigned	promoter
FurHpl7	FurHpl7-2	FurHpl7-2_peak_36	NC_006958.1	1906406	1909538	1907575	284	1.85863	27.0635	strong	mobL	TU_1049	Cgl1798	-	1908660	1908610	1908960	1085	1085	351	3	secondary	intergenic_unassigned	promoter
FurHpl7	FurHpl7-2	FurHpl7-2_peak_17	NC_006958.1	1232536	1233382	1232934	264	1.81525	25.1649	strong	CGTRNA_RS05865	TU_1829	ctpC	+	1233007	1232707	1233057	-73	73	351	1	primary	inside_TU_promoter	promoter
FurHpl7	FurHpl7-2	FurHpl7-2_peak_17	NC_006958.1	1232536	1233382	1232934	264	1.81525	25.1649	strong	CGTRNA_RS05865	TU_721	Cgl1175	+	1232603	1232303	1232653	331	331	118	2	secondary	intergenic_unassigned	promoter
FurHpl7	FurHpl7-2	FurHpl7-2_peak_58	NC_006958.1	3119256	3119608	3119404	237	1.90718	22.4784	strong	rrf	TU_2173	lldD-Cgl2919	+	3119666	3119366	3119716	-262	262	243	1	primary	inside_TU_promoter	promoter
FurHpl7	FurHpl7-2	FurHpl7-2_peak_19	NC_006958.1	1366749	1367666	1367416	208	1.82313	19.5356	moderate	CGTRNA_RS06510	TU_1965	G18NG-10878, Cgl1300, G18NG-10876, G18NG-10875, G18NG-10874, G18NG-10873	+	1367293	1366993	1367343	123	123	351	1	primary	near_TU_end	promoter
FurHpl7	FurHpl7-2	FurHpl7-2_peak_21	NC_006958.1	1371537	1372454	1371993	181	1.8131	16.8527	moderate	thiC	TU_783	Cgl1306	-	1372326	1372276	1372626	333	333	179	1	primary	near_TU_end	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_21	NC_006958.1	1371537	1372454	1371993	181	1.8131	16.8527	moderate	thiC	TU_2694	thiC	-	1371637	1371587	1371937	-356	356	351	2	secondary	upstream_near_TU	gene_body
FurHpl7	FurHpl7-2	FurHpl7-2_peak_21	NC_006958.1	1371537	1372454	1371993	181	1.8131	16.8527	moderate	thiC	TU_784	Cgl1307	+	1372601	1372301	1372651	-608	608	154	3	secondary	intergenic_unassigned	gene_body
FurHpl8	FurHpl8-1	FurHpl8-1_peak_13	NC_006958.1	1344041	1349774	1346698	17646	13.7381	1759.6	very_strong	CGTRNA_RS06395	TU_771	Cgl1282	+	1346458	1346158	1346508	240	240	351	1	primary	inside_transcribed_region	gene_body
FurHpl8	FurHpl8-1	FurHpl8-1_peak_13	NC_006958.1	1344041	1349774	1346698	17646	13.7381	1759.6	very_strong	CGTRNA_RS06395	TU_770	Cgl1281-Cgl1282	+	1345486	1345186	1345536	1212	1212	351	2	secondary	inside_transcribed_region	gene_body
FurHpl8	FurHpl8-1	FurHpl8-1_peak_13	NC_006958.1	1344041	1349774	1346698	17646	13.7381	1759.6	very_strong	CGTRNA_RS06395	TU_772	Cgl1283	+	1348334	1348034	1348384	-1636	1636	351	3	secondary	intergenic_unassigned	gene_body
FurHpl8	FurHpl8-1	FurHpl8-1_peak_13	NC_006958.1	1344041	1349774	1346698	17646	13.7381	1759.6	very_strong	CGTRNA_RS06395	TU_769	Cgl1280	+	1344935	1344635	1344985	1763	1763	351	4	secondary	intergenic_unassigned	gene_body
FurHpl8	FurHpl8-1	FurHpl8-1_peak_13	NC_006958.1	1344041	1349774	1346698	17646	13.7381	1759.6	very_strong	CGTRNA_RS06395	TU_768	Cgl1279	+	1344440	1344140	1344490	2258	2258	351	5	secondary	intergenic_unassigned	gene_body
FurHpl8	FurHpl8-1	FurHpl8-1_peak_13	NC_006958.1	1344041	1349774	1346698	17646	13.7381	1759.6	very_strong	CGTRNA_RS06395	TU_767	Cgl1278	+	1344018	1343718	1344068	2680	2680	28	6	secondary	intergenic_unassigned	gene_body
FurHpl8	FurHpl8-1	FurHpl8-1_peak_23	NC_006958.1	1825287	1832127	1829554	11761	5.83873	1172.39	very_strong	CGTRNA_RS08675	TU_1005	Cgl1735	-	1829900	1829850	1830200	346	346	351	1	primary	intergenic_unassigned	dist_intergenic
FurHpl8	FurHpl8-1	FurHpl8-1_peak_23	NC_006958.1	1825287	1832127	1829554	11761	5.83873	1172.39	very_strong	CGTRNA_RS08675	TU_1006	Cgl1736	+	1830765	1830465	1830815	-1211	1211	351	2	secondary	intergenic_unassigned	dist_intergenic
FurHpl8	FurHpl8-1	FurHpl8-1_peak_23	NC_006958.1	1825287	1832127	1829554	11761	5.83873	1172.39	very_strong	CGTRNA_RS08675	TU_2520	recJ	+	1832167	1831867	1832217	-2613	2613	261	3	secondary	intergenic_unassigned	dist_intergenic
FurHpl8	FurHpl8-1	FurHpl8-1_peak_23	NC_006958.1	1825287	1832127	1829554	11761	5.83873	1172.39	very_strong	CGTRNA_RS08675	TU_2720	tnp14a(ISCg14a)	-	1826937	1826887	1827237	-2617	2617	351	4	secondary	intergenic_unassigned	dist_intergenic
FurHpl8	FurHpl8-1	FurHpl8-1_peak_23	NC_006958.1	1825287	1832127	1829554	11761	5.83873	1172.39	very_strong	CGTRNA_RS08675	TU_2721	tnp14a(ISCg14a)	-	1826937	1826887	1827237	-2617	2617	351	5	secondary	intergenic_unassigned	dist_intergenic
FurHpl8	FurHpl8-1	FurHpl8-1_peak_23	NC_006958.1	1825287	1832127	1829554	11761	5.83873	1172.39	very_strong	CGTRNA_RS08675	TU_2722	tnp14b(ISCg14a)	-	1826644	1826594	1826944	-2910	2910	351	6	secondary	intergenic_unassigned	dist_intergenic
FurHpl8	FurHpl8-1	FurHpl8-1_peak_23	NC_006958.1	1825287	1832127	1829554	11761	5.83873	1172.39	very_strong	CGTRNA_RS08675	TU_1004	Cgl1732	+	1826024	1825724	1826074	3530	3530	351	7	secondary	intergenic_unassigned	dist_intergenic
FurHpl8	FurHpl8-1	FurHpl8-1_peak_23	NC_006958.1	1825287	1832127	1829554	11761	5.83873	1172.39	very_strong	CGTRNA_RS08675	TU_1002	Cgl1731	-	1825606	1825556	1825906	-3948	3948	351	8	secondary	intergenic_unassigned	dist_intergenic
FurHpl8	FurHpl8-1	FurHpl8-1_peak_23	NC_006958.1	1825287	1832127	1829554	11761	5.83873	1172.39	very_strong	CGTRNA_RS08675	TU_1003	Cgl1731	-	1825606	1825556	1825906	-3948	3948	351	9	secondary	intergenic_unassigned	dist_intergenic
FurHpl8	FurHpl8-1	FurHpl8-1_peak_36	NC_006958.1	2767133	2771319	2770128	8159	9.51766	812.614	very_strong	CGTRNA_RS13015	TU_1481	Cgl2603	-	2770512	2770462	2770812	384	384	351	1	primary	inside_transcribed_region	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_36	NC_006958.1	2767133	2771319	2770128	8159	9.51766	812.614	very_strong	CGTRNA_RS13015	TU_105	bioAD	+	2770715	2770415	2770765	-587	587	351	2	secondary	upstream_near_TU	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_36	NC_006958.1	2767133	2771319	2770128	8159	9.51766	812.614	very_strong	CGTRNA_RS13015	TU_1480	Cgl2602	-	2769096	2769046	2769396	-1032	1032	351	3	secondary	intergenic_unassigned	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_36	NC_006958.1	2767133	2771319	2770128	8159	9.51766	812.614	very_strong	CGTRNA_RS13015	TU_1479	Cgl2601	+	2767581	2767281	2767631	2547	2547	351	4	secondary	intergenic_unassigned	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_36	NC_006958.1	2767133	2771319	2770128	8159	9.51766	812.614	very_strong	CGTRNA_RS13015	TU_2474	purDBC-Cgl2599	-	2767421	2767371	2767721	-2707	2707	351	5	secondary	intergenic_unassigned	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_25	NC_006958.1	1845034	1851452	1848357	7904	4.95442	787.146	very_strong	CGTRNA_RS08740	TU_1013	Cgl1751, Cgl1750, Cgl1749, Cgl1748, Cgl1747	+	1847315	1847015	1847365	1042	1042	351	1	primary	inside_transcribed_region	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_25	NC_006958.1	1845034	1851452	1848357	7904	4.95442	787.146	very_strong	CGTRNA_RS08740	TU_1012	Cgl1746	-	1846698	1846648	1846998	-1659	1659	351	2	secondary	intergenic_unassigned	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_25	NC_006958.1	1845034	1851452	1848357	7904	4.95442	787.146	very_strong	CGTRNA_RS08740	TU_1014	Cgl1752	-	1850415	1850365	1850715	2058	2058	351	3	secondary	intergenic_unassigned	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_25	NC_006958.1	1845034	1851452	1848357	7904	4.95442	787.146	very_strong	CGTRNA_RS08740	TU_1015	Cgl1753	-	1851049	1850999	1851349	2692	2692	351	4	secondary	intergenic_unassigned	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_25	NC_006958.1	1845034	1851452	1848357	7904	4.95442	787.146	very_strong	CGTRNA_RS08740	TU_1016	Cgl1754-Cgl1755	+	1851220	1850920	1851270	-2863	2863	351	5	secondary	intergenic_unassigned	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_25	NC_006958.1	1845034	1851452	1848357	7904	4.95442	787.146	very_strong	CGTRNA_RS08740	TU_1011	Cgl1744-Cgl1745	+	1845483	1845183	1845533	2874	2874	351	6	secondary	intergenic_unassigned	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_10	NC_006958.1	711020	715459	713107	7613	9.28487	758.025	very_strong	CGTRNA_RS03465	TU_452	Cgl0693	+	711724	711424	711774	1383	1383	351	1	primary	intergenic_unassigned	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_10	NC_006958.1	711020	715459	713107	7613	9.28487	758.025	very_strong	CGTRNA_RS03465	TU_451	Cgl0692	-	711605	711555	711905	-1502	1502	351	2	secondary	intergenic_unassigned	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_2	NC_006958.1	26728	32736	29393	6857	6.73049	682.516	very_strong	CGTRNA_RS00155	TU_133	Cgl0028-Cgl0027	-	29965	29915	30265	572	572	351	1	primary	inside_transcribed_region	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_2	NC_006958.1	26728	32736	29393	6857	6.73049	682.516	very_strong	CGTRNA_RS00155	TU_134	Cgl0029	+	29995	29695	30045	-602	602	351	2	secondary	intergenic_unassigned	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_2	NC_006958.1	26728	32736	29393	6857	6.73049	682.516	very_strong	CGTRNA_RS00155	TU_132	Cgl0026	-	28099	28049	28399	-1294	1294	351	3	secondary	intergenic_unassigned	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_2	NC_006958.1	26728	32736	29393	6857	6.73049	682.516	very_strong	CGTRNA_RS00155	TU_135	Cgl0032, Cgl0031, Cgl0030	+	30697	30397	30747	-1304	1304	351	4	secondary	intergenic_unassigned	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_11	NC_006958.1	728160	731301	729997	6609	7.74534	657.824	very_strong	CGTRNA_RS03540	TU_107	birA-Cgl0710	+	730436	730136	730486	-439	439	351	1	primary	upstream_near_TU	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_11	NC_006958.1	728160	731301	729997	6609	7.74534	657.824	very_strong	CGTRNA_RS03540	TU_457	Cgl0710	+	731312	731012	731362	-1315	1315	290	2	secondary	intergenic_unassigned	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_11	NC_006958.1	728160	731301	729997	6609	7.74534	657.824	very_strong	CGTRNA_RS03540	TU_1894	dtsR2-Cgl0705-Cgl0706	-	728352	728302	728652	-1645	1645	351	3	secondary	intergenic_unassigned	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_11	NC_006958.1	728160	731301	729997	6609	7.74534	657.824	very_strong	CGTRNA_RS03540	TU_1895	dtsR2-Cgl0705-Cgl0706	-	728352	728302	728652	-1645	1645	351	4	secondary	intergenic_unassigned	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_3	NC_006958.1	127663	131453	129248	4501	5.14904	447.355	very_strong	CGTRNA_RS15835	TU_177	Cgl0115	-	129049	128999	129349	-199	199	351	1	primary	inside_TU_promoter	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_3	NC_006958.1	127663	131453	129248	4501	5.14904	447.355	very_strong	CGTRNA_RS15835	TU_2196	mag	-	130118	130068	130418	870	870	351	2	secondary	intergenic_unassigned	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_3	NC_006958.1	127663	131453	129248	4501	5.14904	447.355	very_strong	CGTRNA_RS15835	TU_178	Cgl0117	+	130145	129845	130195	-897	897	351	3	secondary	intergenic_unassigned	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_3	NC_006958.1	127663	131453	129248	4501	5.14904	447.355	very_strong	CGTRNA_RS15835	TU_2333	panBC	-	128004	127954	128304	-1244	1244	351	4	secondary	intergenic_unassigned	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_3	NC_006958.1	127663	131453	129248	4501	5.14904	447.355	very_strong	CGTRNA_RS15835	TU_2334	panBC	-	128004	127954	128304	-1244	1244	351	5	secondary	intergenic_unassigned	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_6	NC_006958.1	377767	390700	386582	4439	4.06668	441.094	very_strong	CGTRNA_RS01895	TU_298	Cgl0364	+	386556	386256	386606	26	26	351	1	primary	inside_TU_promoter	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_6	NC_006958.1	377767	390700	386582	4439	4.06668	441.094	very_strong	CGTRNA_RS01895	TU_299	Cgl0364	+	386556	386256	386606	26	26	351	2	secondary	inside_TU_promoter	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_6	NC_006958.1	377767	390700	386582	4439	4.06668	441.094	very_strong	CGTRNA_RS01895	TU_300	Cgl0364	+	386556	386256	386606	26	26	351	3	secondary	inside_TU_promoter	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_6	NC_006958.1	377767	390700	386582	4439	4.06668	441.094	very_strong	CGTRNA_RS01895	TU_301	Cgl0364	+	386556	386256	386606	26	26	351	4	secondary	inside_TU_promoter	promoter
FurHpl8	FurHpl8-1	FurHpl8-1_peak_6	NC_006958.1	377767	390700	386582	4439	4.06668	441.094	very_strong	CGTRNA_RS01895	TU_302	Cgl0364	+	386556	386256	386606	26	26	351	5	secondary	inside_TU_promoter	promoter
